Genus, V1, V2, V3, V4, V5, V6, V7, V8, V9
Thauera,4.46894921677475e-06,0.00021266434575351677,0.18906431023592654,0.8107153331546841,7.521941740086206e-07,4.4424940007978253e-07,4.1853493489181434e-07,1.011301341979683e-06,4.598455750616201e-07
SM1A02,1.7714082533996547e-05,0.017590886510099383,0.9751014981501751,0.007224343317510457,5.110146997477187e-06,6.745406211075785e-06,4.711028640289387e-06,3.718276326675375e-05,1.0973135777521911e-05
Tyzzerella 3,9.48338679333286e-06,0.0002636461722752879,0.12612468063114035,0.8735195607612808,1.174219862776669e-05,2.560486100033025e-05,6.079634560020476e-06,3.773630622359686e-05,1.4219346576369765e-06
Enterococcus,6.9149818699271886e-06,1.0662489035790605e-05,0.02429673365869076,0.9756631519182317,9.192754524479455e-06,4.4655784479087007e-07,1.171610294139614e-07,5.826461417233325e-07,1.1866547568352527e-05
Lachnospiraceae UCG-001,1.4273514272052509e-08,2.0413251613434785e-07,0.04334452745854873,0.956654409245142,4.268533054235616e-07,7.19401001253426e-08,9.99337791004575e-08,2.424563672009807e-07,3.4965252622025418e-09
Haemophilus,2.090205223762894e-06,0.00019198664691209957,0.00018271719090964217,0.9996144832647718,7.987436302897315e-07,5.130519174863946e-07,3.3690332887680585e-07,6.696975168804895e-06,3.5512726151548757e-07
Nocardioides,2.357419583431774e-08,4.3914707706255947e-07,3.8430167215367464e-05,0.9999600116716463,6.987351431779194e-08,1.546411494338561e-07,6.157887496153533e-08,6.421481051075812e-07,1.6491784086169336e-07
Limnobacter,9.002654578496403e-05,0.00018889949145342217,0.13829952605158888,0.8612348938198383,3.694262813687371e-05,2.044952355308093e-05,2.9001119469137388e-05,5.427041928955632e-05,4.0150921981712046e-05
Cardiobacterium,5.0660484496034905e-05,0.7400041457094239,0.2577013830366765,0.0022255968192754633,1.694284178969267e-06,1.0724801909354569e-06,2.1058415638232037e-06,5.197797345908883e-06,6.74142607240331e-06
Brevibacillus,1.5102329522033817e-05,0.00038437932625374864,0.02970481383192983,0.9697496742666906,7.414912327797681e-07,9.29074848114077e-07,6.2182733230027005e-06,0.00013791710033922409,2.1852465907589914e-07
Ruminococcaceae UCG-010,8.923722964026313e-07,1.0793403543055986e-05,0.2295077527348274,0.7704742576951326,4.999257601959527e-06,3.1595987085991175e-07,3.2559185197714344e-07,6.333016577743804e-07,2.4743460748200173e-08
Erwinia,5.682000394718579e-07,0.8648546110751557,0.0011176571690354,0.1340264462539866,1.0859933646756078e-07,1.1080500677967951e-07,1.0658039373395267e-07,2.8138871925005283e-07,8.777399548154368e-08
Desulfatiglans,1.1799677319233438e-05,1.8095025911684325e-06,0.00012905174411721642,0.999730852598961,2.108554125085033e-05,1.689417808312116e-06,9.249125674407417e-06,3.110580616553368e-06,9.133149248668351e-05
Novosphingobium,9.503566956999213e-06,4.360553179532805e-05,0.002013277806115114,0.9976368489427829,0.00017056378127167638,8.093368986848541e-05,4.191384031727637e-06,1.5563610718891924e-05,2.5222580564612057e-05
Pirellula,0.030645008784642522,0.6578710743076865,0.06553470085098051,0.2162736500004925,0.005468597467035063,0.004643564957748412,0.0032133743239481133,0.010518881349066126,0.005385569604992686
Cutibacterium,0.0017054419170955118,0.39066679367461016,0.0031671179822546753,0.604437467254603,1.4750131229158044e-06,2.0696239998745543e-06,2.123455324668231e-06,1.6849134148974034e-05,6.159593841574645e-07
Microvirga,1.85146257420512e-06,1.5070895640799508e-05,0.030474845598473188,0.9694958572810977,2.220921235904124e-06,1.254555225052777e-06,1.6886532791395852e-06,5.460611738092287e-06,1.5989617333216492e-06
Methanosaeta,0.008015933751480341,0.08890260473830282,0.041177908197456946,0.8604630282055172,0.0004924682793805755,7.09742093959707e-05,0.00010856685704738073,0.0007275340843388849,3.657133004636109e-05
Phocoenobacter,4.970593247556388e-07,0.0013634707964593942,0.018589241253930848,0.9800061045593601,3.1799970843168766e-07,1.6876852237360177e-05,8.971874564696776e-07,2.174831318288072e-05,8.312255911309726e-07
Exiguobacterium,1.2346029081306038e-06,6.926259881739565e-06,0.0509609209238759,0.9490057732948259,8.210793633225142e-06,6.974394888349651e-07,1.1688002087784058e-06,8.892297183801926e-06,6.1407389340689505e-06
Thiothrix,2.5683797832660368e-05,0.00029438896950254186,0.975539407680787,0.02407412860458381,5.102054526564831e-06,5.350615428812859e-06,4.790706817255614e-06,4.7154468261537065e-05,3.382359422015531e-06
Puniceicoccus,3.820441076831997e-06,0.0002896572921033683,0.20040334563744255,0.7992921970101979,7.438865151739245e-07,7.259879856884151e-07,3.145614986155518e-06,4.452636336468632e-06,1.83729686619721e-06
Proteiniphilum,3.482922198511263e-07,1.9574052078598693e-05,0.036086342849928045,0.9638873620122309,2.182858419915334e-07,2.458290167449453e-07,1.0784709479056772e-06,3.1836875009420955e-06,1.6217381882985437e-06
Cellulomonas,3.1115138861846106e-08,2.876958381881008e-07,1.5092867524431531e-06,0.9999969147609543,7.978626739399322e-08,4.334933345441118e-07,1.3451001490439296e-07,1.9717658701445785e-07,4.1016013461271856e-07
Arthrobacter,1.0115054503981667e-07,4.135284468864794e-07,3.106918265589893e-05,0.9999583492121688,4.828971113969371e-07,1.1306831858494763e-06,9.220462709783017e-07,6.360278035468559e-06,1.165335699769553e-06
Sulfuricurvum,3.0993451100780966e-08,0.025348509396710822,0.8347578740555003,0.12084387765979446,1.8794126779242846e-08,3.2839217811566804e-08,0.017300657340778257,0.0017489843776968314,1.2830026101513123e-08
Massilia,1.634148163453806e-06,2.330877637824228e-05,0.14583233884884517,0.854129191557658,2.9746563333585533e-06,3.397396710953875e-07,1.2114166905471142e-06,8.221910123373716e-06,7.504876547998086e-07
Kingella,2.319883602447273e-06,0.0005947581460155691,0.00016973482318127854,0.9992299813266722,1.6860991417926117e-06,5.079898788656771e-08,9.255375172247156e-08,7.687678885327057e-07,5.705829081154315e-07
Desulfovermiculus,2.2636952177912636e-05,0.0001191284032562638,0.1080868323600017,0.8917034347758557,9.487750078161836e-06,3.5886009289129874e-06,3.3410280660633308e-06,1.9046479055464636e-05,3.2272364956702065e-05
NS5 marine group,5.0542338522271296e-08,9.836051085244771e-08,1.1171420693201536e-05,0.9999875112594565,9.185211026750993e-08,3.630343223320362e-08,9.765686188367829e-08,6.845596970487758e-07,2.544116820700659e-07
Peptoniphilus,5.428654316049976e-07,1.4350206779628076e-05,0.0004849234259562997,0.9994819203846438,2.447403666918281e-06,6.930652421546779e-06,1.50604068041767e-06,6.786912839102748e-06,5.886310910605691e-07
Haloterrigena,1.1978932316145745e-07,6.277749396528742e-07,0.043481443578142834,0.9564876173759203,2.7506036123486876e-05,6.011819251191534e-07,1.6872906510065836e-06,1.6347181516724193e-07,2.1149563622973882e-07
Prevotella 1,2.232919868516384e-09,1.0097893176136224e-07,0.02974535093088811,0.9702528153654261,2.308139075159974e-08,1.946876469041427e-08,5.414537870442621e-07,1.070079861842987e-06,7.620695524126087e-08
Rhodococcus,1.2435861966704393e-07,1.6857525088255017e-05,0.029720411041849484,0.9702620994559931,3.4501017202134905e-08,6.940863732845472e-08,6.687027753719653e-08,2.4823504029372854e-07,8.610489662302652e-08
Sarcina,1.3596213956578838e-06,8.036085639798486e-06,0.037669781368307446,0.9623163293312087,3.5764311521143604e-07,3.5305251410141285e-06,1.8339933558946895e-07,4.1701239974997543e-07,5.928884634154564e-10
Terrimonas,6.2750667444759545e-06,2.424329347624969e-05,0.024040420926674785,0.9759082425398321,1.5168954753587907e-06,5.018198733672947e-07,1.3203337464782696e-06,5.893687470911692e-06,1.1424375190509592e-05
Alcaligenes,1.0591446106886284e-05,0.020675430614701854,0.18160927583216804,0.7977042614640527,1.2512827890866225e-07,3.405600108610212e-08,5.5314885091196486e-08,8.839781820508185e-08,5.827967016750319e-08
Fusibacter,4.889466444326421e-08,1.1082589632530718e-05,0.04622019833035946,0.9537659739023614,6.596826148520832e-07,6.182422714974756e-07,3.910157473534888e-07,1.0123932255992806e-06,1.4233439328777703e-08
Salmonella,0.02153985848661717,0.712102575117879,0.06081610495540088,0.2055388790588613,4.801837322908293e-07,4.6545391058903267e-07,4.922212862225254e-07,5.937370080598599e-07,1.9144889268807034e-07
Truepera,3.1081529099471577e-06,0.022707215388262935,0.29889788415325463,0.6783841982884427,8.432153114182968e-07,6.131047206209169e-07,1.4369191229562541e-06,4.341851917994904e-06,3.4074591830572256e-07
Desulfonema,3.0397887002537057e-05,0.0055845614011818135,0.0238010807452619,0.9675559574178895,0.002776753088789967,5.627294231889432e-05,7.6543214601628e-05,9.632678408111701e-05,2.028153866398763e-05
Pir4 lineage,0.0012312692836527854,0.011832366635213106,0.25193110714690864,0.7335370679845944,0.00022852456679781148,0.00023381524722809727,0.0001429977146700748,0.0008174777498231439,3.0081847625632723e-05
Burkholderia-Caballeronia-Paraburkholderia,1.479741109207264e-05,0.0006462631371200914,0.18068789896342854,0.8186272812981373,5.193962196106871e-06,1.9905300850234577e-06,1.8990787417056138e-06,4.86798948814849e-06,9.25878387949228e-06
Megasphaera,3.2101270023135354e-07,8.574577264779304e-07,1.1046424008038413e-05,0.9998763824702986,6.242642336033931e-05,4.376875210880577e-06,7.711560497278286e-06,2.6538213965682576e-05,1.0322253683140586e-05
Fastidiosipila,5.816625759696195e-06,1.7538545399218431e-06,0.4741795424572808,0.5258121258903796,1.8954336505049255e-07,1.3059167960922398e-07,1.321377698974147e-07,2.2230869535983533e-07,5.5413858958788354e-08
Subdoligranulum,9.576239028650242e-07,0.005615698702307994,0.6852813110644894,0.3090774817612408,3.527676835762381e-06,3.4056573441750166e-06,1.5540823668584845e-05,2.0014545128867884e-06,6.669883119754018e-08
Prevotella,2.811014104001048e-08,5.741243696781958e-07,0.012041570122112136,0.987904657921123,9.977146860027365e-08,1.693341431538973e-07,2.172135360706777e-06,5.005971418632592e-05,6.669004168242612e-07
Rikenellaceae RC9 gut group,3.819057290054744e-08,6.716208313044608e-05,0.03442704943576783,0.9654904964413391,2.957795791527611e-08,5.6102917931787414e-08,2.416417597224666e-07,1.4831990516621297e-05,9.298989453472269e-08
DMER64,9.206337698631405e-09,1.009554633177942e-07,0.05810114986169543,0.9418977537679945,1.6170086618148382e-08,9.785129132439484e-09,2.6028780119429442e-08,9.329567031621168e-07,1.0382080326204978e-09
Methylophaga,8.84675977975172e-05,0.7618847824905272,0.17850155854812796,0.059498743324594615,1.8249857166251055e-05,8.037398424839674e-07,8.312882814309974e-07,5.2828230368400015e-06,1.070614515414919e-06
Sulfuritalea,4.235203558271651e-06,0.0001312392165355753,0.0989055286242431,0.9009540118708154,4.70337956329994e-06,4.181075393580607e-08,4.7493855555779045e-08,6.211727902325965e-08,1.2037761251973226e-07
Rhodoferax,8.874087116055997e-07,0.00011589465596610831,0.14976119505324015,0.8501202493153803,3.4741735286730546e-07,9.098187909625755e-07,1.672545954080831e-07,2.730074426102353e-07,5.2157948446214667e-08
Methylophilus,1.3032426535255929e-05,0.0003020113557497883,0.1509184917309352,0.8487196612849545,8.359216963215957e-06,1.0133632479572341e-05,1.417728184583317e-06,4.538592885100863e-06,2.1750006587992728e-05
Diaphorobacter,0.00021745507603128874,0.0016664820834089806,0.21614242692047872,0.7801093450519213,0.00018835014163135828,0.00018000268336048077,0.00025598385116555,0.0012051715467317977,3.597435242214067e-07
Vibrio,0.0012353400623767495,0.26536780229091034,0.037212338941118646,0.6961809028394772,9.160406574850731e-07,5.862357775970881e-07,2.91286013173756e-07,6.568306944185242e-07,4.989907711021995e-07
Clostridium sensu stricto 12,1.371416780822639e-05,4.412872727543875e-05,0.01395063911127516,0.9859554345355942,1.1374053575932122e-05,1.2479596253479785e-05,7.382027340283286e-06,4.018263462472725e-06,7.086241469756501e-07
Ruegeria,1.0013892826518662e-05,5.8769574231557506e-05,0.00015987978724258463,0.9997566292795865,3.911398926708519e-06,2.718257911706664e-06,1.6446799247345365e-06,3.885572488560679e-06,2.1145603985748175e-06
Kocuria,4.888632680573412e-08,5.094604142394665e-07,0.018180174605909368,0.9818165904717442,9.861246667985435e-08,1.0561564092277367e-07,3.554108679733272e-07,2.0545302214422704e-06,6.13196604531464e-08
Acidovorax,7.241500287201337e-06,0.029735105277284412,0.1980750934228907,0.7721110702482444,8.923086750386404e-06,1.1378823632444062e-05,7.150465163680306e-06,4.175045534488251e-05,1.185848771549996e-06
Prevotellaceae UCG-003,3.3210643808630175e-08,3.464347913879959e-07,0.08062585594312109,0.9193619388731639,8.157621769671783e-08,8.309147593909928e-08,1.8525160383398084e-06,9.240929000225876e-06,5.653953372257688e-07
Aquibacter,1.0435495275394305e-08,3.829404672938175e-08,2.2619221750896715e-06,0.9999971178850667,7.318093164680193e-08,2.3369116438821212e-07,1.080156731847911e-08,9.697181089975575e-08,1.56047422335014e-07
Campylobacter,0.000260489415843778,0.003503857872800021,0.9527231898475464,0.04346466297802315,3.791847901806611e-05,1.4834665673961855e-06,1.7540411196384757e-06,5.328164999827937e-06,5.156960118330423e-07
Micromonospora,3.272152300317009e-06,2.148447985074143e-05,0.0050536984961055045,0.9946168439520604,3.080640288140228e-05,0.00016291499292167,3.511783377720087e-05,7.421373458841626e-05,1.4764294089751851e-06
Methylobacterium,1.9396574007623668e-05,6.978538496622158e-06,0.019793353691101714,0.9801449565742053,4.430348285033034e-06,2.1782601597229756e-06,2.9520072628524215e-06,1.993011890938898e-05,4.7178579800975416e-06
Methanobacterium,7.248531014496409e-06,2.263248682366001e-05,0.12199148725235423,0.39239095674896923,0.48558147605630525,1.907979326730067e-06,3.271245201903412e-06,7.059897798375302e-07,3.0526542771995224e-07
Prochlorococcus MIT9313,0.00010085537136036348,0.0003768576026161651,0.9375396398876178,0.05927741448390786,0.0007326584201345943,0.00042113515022954614,0.001121514268425014,0.00031542476912237887,9.97258254796062e-05
[Eubacterium] xylanophilum group,1.1910081605762266e-08,3.5850387270864587e-07,0.06002558528342381,0.9399732712690068,5.62997577807715e-07,6.050029245408499e-08,1.5222418267131113e-08,1.3118880028755833e-07,3.0571313674759314e-09
Arenimonas,0.022304498989619042,0.7549618669505975,0.13167804955767096,0.09080537150839739,6.722944944409684e-05,2.481836678295599e-05,2.056873230113811e-05,8.347707674762594e-05,5.0046762544589275e-05
Rheinheimera,0.09654818919101493,0.6649214707338211,0.05762148822116854,0.18090822582445548,8.483563233720613e-08,2.3833103926506712e-08,3.0589853079145125e-08,7.726080377183467e-08,1.0009697706019385e-07
Sedimentibacter,1.4629775912084912e-06,2.2595396786146138e-07,0.02730117301225614,0.9726923857919022,1.9162383665289446e-06,2.8797809983160334e-07,1.2007240708274945e-06,1.2963373183446419e-06,5.003989759944195e-08
Capnocytophaga,1.4628277466827875e-07,7.77681845940616e-07,2.7844014849607424e-05,0.9999242775153877,2.1852395096730857e-06,8.645578709639098e-07,6.084929095393441e-07,4.2980554990606306e-05,3.064621259529892e-07
Lactococcus,0.0006735528621570463,0.0005528328023876847,0.01581903264470449,0.9818264113178796,4.934630395761329e-05,0.0006821339962493225,0.00034103560449462976,4.7922674895414036e-05,1.0509915847936357e-06
Iamia,3.4673906616552575e-05,0.00010819835741950303,0.3532275263921309,0.6456593908814321,5.9951830325248325e-05,8.110589068140565e-05,0.00010717477403184815,0.000489119963869426,0.00022965199515903443
Butyricicoccus,4.751630955221456e-06,2.9509051234203842e-05,0.059687533816196306,0.9401811130026003,3.19101547535126e-05,1.6508197626349003e-05,1.618617130336795e-05,3.093681217157563e-05,1.3173564889688642e-06
Enhydrobacter,1.6004073939955393e-05,0.8913765949602855,0.10817502947067514,0.0004218170877864882,1.6201791218064801e-06,2.1563271374877627e-06,3.1005645510638614e-07,6.148367886613737e-06,1.1954764599337238e-07
Clade Ib,5.279995154076187e-06,3.126849398672312e-06,0.022089233686857796,0.9778921422938218,7.270089461365235e-06,2.697226649447351e-07,4.2211768489955914e-07,2.153059758145396e-06,5.3586248487850665e-08
Family XIII AD3011 group,2.600688474980711e-07,8.347410010852223e-07,0.00033258261898576986,0.9996579761831711,1.028344351921876e-06,9.320054548178192e-07,4.1648884163282686e-07,5.6441280007930446e-06,3.2000066771778254e-07
Halanaerobium,2.1246838253509078e-07,7.106177158356025e-07,2.7638575950628185e-05,0.999918639702113,2.720874618469668e-05,1.0586668841940572e-05,6.720940612534775e-06,2.9350153672596162e-06,5.335070569069684e-06
Cyanobium PCC-6307,7.593716939543983e-06,0.02633135123849382,0.9332040620818052,0.04037711386597322,2.7908519588921138e-05,1.0988465095147398e-05,9.579073443703087e-06,2.572280720392702e-05,4.8478902430533665e-06
Fluviicola,0.00010586890967785046,0.0005536644696947303,0.20428986173441602,0.793378597031575,0.00011069927024898537,5.89295599368681e-05,8.403383426841879e-05,0.0013110160741634923,0.0001026891808160977
Treponema,2.401451681562947e-07,1.5225435817191912e-06,0.007938480681298269,0.9840945462992745,0.00792860152725664,2.9665413847603303e-05,3.0236948467671197e-06,3.173446264172476e-06,7.343511656804134e-07
Aggregatibacter,1.4459288206841268e-08,4.059800589716964e-05,0.02631722736224574,0.9736421073352234,1.252860690662441e-08,7.679186867514133e-09,5.916983773817443e-09,1.675499504141496e-08,9.476875688343534e-09
Hydrogenispora,3.7172148320781294e-07,3.2435738900791668e-06,0.13405854372406403,0.8658169715061392,1.5575020529677637e-06,1.829937190539337e-06,6.076595487449781e-07,3.4725851864404023e-06,0.00011339515872746832
Neisseria,3.5175125383481535e-07,3.6163449752737684e-06,0.0003416692606068805,0.9996527864135409,2.0221028026362857e-07,1.4858562886772607e-08,2.9002345915082325e-08,9.797368430132284e-07,3.4120258289143347e-07
Pantoea,0.013287384871433747,0.8158305434382634,0.023538968834287393,0.14733808844461638,1.6099170772353256e-07,2.070392708260642e-07,2.284113225827104e-07,7.259650874182277e-07,3.656670259277495e-06
Candidatus Solibacter,2.5042930799278343e-06,5.439658969980181e-06,0.5796679488614338,0.4203207638392385,4.380448328506015e-07,3.88279451419933e-07,3.2413648000818983e-07,1.8692470570841762e-06,2.56395945745635e-07
Methanolinea,3.3430725317685213e-06,0.09092232842011745,0.045643697964467225,0.8619454218495142,0.001376054830377022,3.582472317524814e-05,2.8693668186380833e-05,9.403985877924746e-06,3.496453135250949e-05
Hyphomicrobium,1.1728568919378995e-06,3.3777821294989576e-05,0.00011170292581183417,0.9998456371960853,6.21410334131761e-07,1.1569833364245882e-06,7.017041589197233e-07,4.926265103436918e-06,2.6881560194504215e-07
Dechloromonas,6.934665403348962e-06,9.995885322511837e-05,0.05287667930141104,0.9470108699988029,1.4026920969034187e-06,3.3211040514380853e-07,3.448147929647106e-07,1.7200315972073535e-06,1.6773609596903358e-06
Chryseobacterium,3.874340693528206e-07,4.59822157566806e-06,0.007735918874280568,0.9922586845085032,2.816796816317905e-07,9.119246898813748e-09,4.802051090960003e-09,8.826180476899992e-08,2.6080640776858354e-08
Mucilaginibacter,1.285054263865352e-07,2.3983775588080753e-06,0.05490331528731737,0.9450931267987365,1.107306875336532e-08,1.2004167832133858e-08,3.224655142261364e-08,5.137023719280971e-07,4.572916424547478e-07
Helicobacter,2.9296736826387118e-05,0.017894180481679386,0.8771110085689656,0.1048069282343019,1.8933432653963996e-05,2.0153035692853653e-05,6.709466248708817e-05,3.8599172354452644e-05,1.3022253224684106e-05
Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,2.1925665785890027e-06,6.001304549894963e-06,0.02613533136021445,0.9738508662442306,5.030238436252326e-07,1.3901026630722825e-06,1.2088553261183933e-06,2.0885224638380894e-06,3.5325556227306343e-07
Klebsiella,0.016971330588079505,0.40320708781411607,0.12340340235850855,0.4564038910704826,1.3686122583450091e-06,1.6478661593955797e-06,1.4430726953007381e-06,7.250795340305601e-06,1.5650948077851116e-06
Methanoculleus,2.7059678766970797e-07,0.09999401719100301,0.04997926023166262,0.8500102075576909,9.90777069745984e-06,1.510610375713439e-06,1.1562392788521465e-06,2.9612980778008676e-06,6.928660779201954e-07
JGI 0001001-H03,5.589134655589247e-07,1.16681563418819e-06,0.00015510244444835267,0.9998312567548516,3.5217287350771434e-06,3.961217388356818e-06,7.455338183687228e-07,2.5175041471136082e-06,1.1098724158446606e-06
Actinomyces,5.266596538108879e-08,6.437262508896597e-06,0.00012726123420573598,0.999865346825058,1.3716152387406816e-07,1.7559838856445644e-07,1.9128802031951505e-07,3.085900001704734e-07,8.666697458605426e-08
Roseomonas,0.00011670970134672153,0.03363773092794698,0.9151237084611352,0.042073991883649714,5.113952573323785e-05,0.0003154488477402066,0.00020247594406574073,0.008436141154666373,3.90116931229277e-05
Lawsonella,3.08981182416077e-06,0.0003306008261345291,5.296418690821754e-05,0.9994537148167156,9.976711528651569e-06,2.2350619136108926e-05,8.20328311144838e-06,0.0001188379113374257,0.0
Alcanivorax,2.300093421141752e-05,0.041111121656596916,0.869375962457437,0.0893781087817914,1.0354560843912954e-05,1.1574264799640082e-05,5.0476941267525954e-05,2.4872397264316764e-05,1.3875132909274659e-05
Segetibacter,1.0781557252680359e-06,4.324402126769013e-06,0.04054998145062706,0.9594353751783908,1.812938621715972e-06,1.9094004261204993e-06,5.593850975712e-07,4.259136572087895e-06,6.69668824263409e-07
Phascolarctobacterium,6.407724647526841e-09,3.2205372762174923e-06,0.023313312398990652,0.8703211085891457,0.1063602915598912,1.3380392397711361e-06,3.850250041420751e-07,2.6627928920310764e-07,7.081333644497958e-08
Ruminiclostridium 1,1.0526823172588001e-05,0.018530769727156688,0.29338553711998744,0.6880075146221212,6.146493046986956e-05,2.355213012419702e-06,1.5646682668923377e-06,2.2799289940239862e-07,2.4890084661728165e-08
Leuconostoc,9.133586089957569e-06,3.801369003554529e-06,0.04795868115077211,0.9517677175905579,4.519840616073478e-05,0.00010435742126040493,1.5746202785522418e-05,2.9150262284220937e-05,6.61213562481888e-05
Erysipelothrix,3.418447033384877e-07,0.0006380382367528021,0.08411514406785904,0.915215941985637,1.7665502642701883e-05,8.571119279842349e-06,2.4591054869136894e-06,1.442859356882649e-06,3.5333556273898146e-07
Halorubrum,3.9140367206059415e-07,0.12698363013681782,0.015885834042462712,0.8570751130372403,3.6020437516770206e-05,5.7171171705195125e-06,9.936233999310435e-06,2.6868074913983605e-06,6.278634737713394e-07
Caulobacter,6.706941058284881e-07,3.1335332506718444e-06,9.821279756610669e-05,0.999896335889613,4.5704448191927747e-07,3.898047012473431e-07,3.064736728745247e-07,3.537468289300011e-07,1.2441498287457884e-07
Anaerovorax,5.424971407470585e-07,3.915799069138028e-06,0.0003870167573737052,0.9995640342038364,8.000925199817844e-06,4.922458944621352e-06,2.3185518627587664e-06,2.575623051880281e-05,3.458985955538436e-06
RB41,0.0003225596467767013,0.00017798241789702078,0.009821354366238873,0.9886993450365217,6.46365016746892e-05,4.407800841373551e-05,5.260380385762073e-05,0.00022230558725454803,0.0005914357017987492
Gemmata,0.028651163253513807,0.9560064248585342,0.0008943297602804354,0.013528292686344784,0.00010112409986626753,7.089319422820126e-05,7.926594008312543e-05,0.0003131660474054878,0.00035247972166493316
Fibrobacter,8.453347330471554e-07,0.027459075460312916,0.790597562790161,0.1815228992380531,4.738567650146949e-06,1.8481445363752636e-05,1.741510174811774e-05,0.0003776104416499476,1.3284560510989447e-06
Nitrosomonas,0.0003544263523750431,0.0011450608355569388,0.06522363102995116,0.9328624258444044,6.206023160797943e-05,3.956369945915928e-05,6.486323134155527e-05,7.14819895779948e-05,0.00017286252796106853
Ramlibacter,4.960537473610563e-06,2.791195162710943e-05,0.02866962327153478,0.9712350669340072,4.081858930263439e-05,6.311589094662499e-06,3.802580965132451e-06,5.054524728042157e-06,6.110704469777591e-06
Pseudoxanthomonas,0.0001043252103180262,0.9372205495665634,0.061598786449753674,0.0010527607117246942,6.553307924712406e-06,2.981576264929154e-06,2.0220483831424508e-06,2.991259277649808e-06,4.9934906871058456e-06
Ruminiclostridium,6.922983505433288e-05,1.5535617132006135e-05,0.08431697536332067,0.9155862754545463,1.0301811919128569e-05,4.7069756571607674e-07,4.852692927825588e-07,5.046152775220558e-07,1.9845981943299167e-07
Pseudonocardia,4.6898163911304737e-07,4.92592783612312e-06,0.015680825417065232,0.9843042011446534,2.3117482832285872e-06,3.6302656228867662e-06,2.201242519648908e-06,1.017026822252112e-06,3.873086631399877e-07
Gaiella,1.1244062720890013e-05,0.00012019195804648938,0.11970135824560242,0.8800319517123499,1.0986174676481232e-05,1.928299227691202e-05,3.64350007333152e-05,5.695353974488478e-05,1.1165387309969513e-05
Thiobacillus,6.306075431684874e-06,0.00010937313564811504,0.03459970230579644,0.9652832003374343,8.262879280169979e-07,6.298274502762739e-08,1.0529109399707396e-07,2.589022136718532e-07,1.1357574516062257e-07
Hydrogenophaga,4.6745506182070164e-05,0.021226538716275042,0.14374391264487318,0.8343862746239549,0.00038965089161523684,6.26534783449532e-05,5.57243061332605e-05,5.360118246256615e-05,3.107012811805797e-05
Candidatus Phytoplasma,8.883856868278627e-06,7.966894742758989e-06,0.1759698759627445,0.8239712604462734,4.8140696410785205e-06,5.894944528885693e-06,4.1934449324820374e-06,2.4566044792006152e-05,2.267506284758247e-06
Pseudofulvibacter,4.907767712417186e-07,1.7179737351631638e-06,5.707595390812882e-05,0.9999363194368525,4.0005905959094664e-07,3.8905508683615305e-07,7.918295225076107e-08,7.935244789896479e-07,2.7255201843799395e-06
Tissierella,1.646675710502422e-07,1.8488124586756547e-05,0.029560088980026888,0.9704179338963427,1.1537464117913543e-06,8.414655692793936e-07,2.900145640999447e-07,9.448326680265502e-07,8.78530100341735e-08
Nocardia,5.213888732280392e-07,1.7798037152874904e-05,0.00043624117524466614,0.9995445521270248,8.85621787029367e-08,1.7450252050171013e-07,1.6758333625773087e-07,3.2996393738976535e-07,1.0670476470805361e-07
Acholeplasma,5.6726798392022665e-06,2.0706944197577266e-05,0.0037563337386812314,0.9958474611679466,0.00014446081154264386,0.0001541806727298648,5.3189393214521845e-05,8.88007919730337e-06,8.996338062726421e-06
Bdellovibrio,9.939937876357478e-06,0.00011095439501516013,0.017230723360634297,0.9821122915624194,5.90722597752672e-05,5.001900123707637e-05,2.2917068121802074e-05,6.696499239792644e-05,0.00033657000441732204
Ruminiclostridium 5,4.554689966333799e-07,1.1632746356629364e-06,0.08872642330205237,0.911269106981974,2.1129676696761136e-07,1.1269115887656355e-07,1.785910800093848e-06,5.498384027021331e-07,1.8445058880684404e-07
Leucobacter,3.7361177684491066e-07,7.558289020944958e-05,0.023598791294379112,0.976303317770626,3.383758814869802e-07,1.9824333641280607e-05,6.25553045560004e-07,3.9360638861743536e-07,7.407444288072903e-07
Acetitomaculum,4.1296778557656965e-07,4.843455172020935e-07,0.13552576005823383,0.8644731037308765,8.488672484932668e-08,2.9072978080589336e-08,2.705734990312069e-08,9.025366915771966e-08,5.2029183510126626e-09
Citrobacter,0.008759334245706537,0.7352705240952405,0.008050082049455221,0.24791461924136415,9.586685202554058e-07,1.1856903176903662e-06,7.773414561772111e-07,1.4275885905910676e-06,7.669122079730871e-07
Succinivibrio,4.885204488509082e-07,0.9828354196143606,0.0026899518421473457,0.014457948625185246,4.163475291453257e-07,3.5552075514714893e-07,3.7011641245453285e-07,1.3398153676426952e-05,1.599712591292717e-06
OM60(NOR5) clade,2.1416118401125414e-05,0.00021468622976404474,0.99840563265445,0.0012773459961711445,2.4952145503145852e-05,9.312278574962882e-06,7.64319753091507e-06,2.22357887186466e-05,1.4330313694195484e-05
Desulfotomaculum,1.7253739027304819e-06,0.0012758287151322027,0.11248350533909061,0.8856887185384559,0.0004933302725059792,1.3189406082402747e-05,1.986053014321812e-05,1.4892027812695434e-05,8.913975530578372e-06
Butyrivibrio 2,8.763604755962365e-08,2.10392965299254e-06,0.10166015797324524,0.8983375307908569,3.4914982366275555e-08,1.3279268162351729e-08,1.25728891779544e-08,3.067220752561964e-08,2.5205197574484965e-08
